text,sentiment
"Not to forget, the latest JE trailer: http://tr.im/jumpgate (I'm running out of URL shortening services... ",1
@isacullen oh dear  I've heard it's not too bad. You just feel abit violated for a while.,0
soooo exhausted. :| and I wish my parents didn't live 6 hours away. I miss my dad! ,0
@MsLaurenLondon that was my moms favorite singer. RIP to both of them ,0
@katarin THANK YOU. Hdu Adam Lambert ,0
i don't know how i got so lucky to be with the one i'm with...but i'm soooo happy to be with him  *bliliup!,1
@SherriEShepherd CRAZY to go to bed hungry by choice!! LOL! But great self control Sherri  http://myloc.me/2soS,1
"@Darkness2Light welcome 2 our tweet family, glad u can  join us.. please dont be a stranger ",1
wants to go the the vintage paper show but no one will accompany her ,0
wonders why am i still sleepy even after a 3 hours nap...?   http://plurk.com/p/p0eat,0
My ipod broke today... ,0
@oxLauraJanexo i cannae spell headache. send me back to reception. i wish someone would run up and give me a big hug  gary's cold.,0
@michaelleung I wouldn't put my money on this but it's an interesting rumour ,1
@iamLuLu http://twitpic.com/6fy81 - Ooooo I can't wait homie! You are def holdin it down! I have madd luvv and respect for you!! ,1
is being very very bored ,0
"Regretfully! I must be leaving now. Once again my dear Jan and I had a heated discussion, it was great! Hopefully she learnt something! ",1
@vacant_heart black rebel motorcycle club... ,1
Watching &quot;Dharma &amp; Greg&quot; and having the time of my ife!! ,1
so freakin tired  came back from shopping at 4:00 went out at 4:30 till now with olwyn walking around 8),0
Someone stole my cheese ,0
Jon &amp; Kate are getting a divorce and I am NOT a happy camper. What's going to happen to the kids? Oh my gosh. ,0
Can't sleep! High fever  watching the Iranian supreme leader. What's everyone saying when they start shouting? #iranelection,0
"@sroxy Well pooh! What about Kyle's vote and my vote, huh?! ",1
..is going to sleep even it 4pm.. I'm so tired! ,0
@afrobella dang hate i missed it. ,0
@margb1509 It's the same here in New Zealand too. Looking forward to them starting again already! Have a great night! ,1
"kakanta na lang ako!!uuhhmm,,&quot;rain drops keep falling from my head..and just like&quot;...ano na nga bang sunod dun?? ",1
plus bummed I can't do my Argent Crusade dailies because my realm is still down   #wow,0
Has got a Rolls Royce wedding today ,1
Its freaken HOT outside  http://myloc.me/4wns,0
Working late at the office jammin to lady gaga ,1
@Steve_Buscemi the weather in Canada is freezing ,0
@mandylw isn't that just a female trait ,1
feels like sleeping from 7-12:30am was a bad idea but i feel a smidge better  idnw go to schhol,0
I'm suffering from restless legs and butt syndrome. ,1
Driving around with talia and chelsea ,1
somebody knocked my tea over when rotating the turning dish   http://twitpic.com/54vrf,0
@BitchNotAPerson the new logo ,1
@isla_fisher Woow! U r so pretty!! ,1
planned watching Up with everyone... but decided to be responsible and work on the portfolio and blogs I need to submit tomorrow  boo.,0
reading fanfiction on my brother's user account. shhh.......... ,1
Anyone want a dedication before I go to sleep tonight? ,1
"MY LIFE STORY live at Koko, London 26th Nov 2009. Get your tickets NOW from LiveNation ",1
"YAY, last day of work! Hello dresses but goodbye weekend and boyfriend. ",0
busy bee ,1
@joshtastic1 It's a communion so smart for the mass and fabulous for the after-show party. Not got much time now but I'm great in shops ,1
@libbyhenderson Wanna try Kamei? Urban Sushi seems so far away ,0
i just got yelled at and called rude for not waving to a girl that said hey downtown. i guess i really am an asshole ,0
TGIF - looking forward to a great weekend ,1
Does not feel we'll ,0
off to bed...alone  go to www.lottabooty.com and then dream of me...and u,0
@rhettroberts lol  I'm glad you're still with us buddy ;),1
@sir_yessir Oh man! I want to! But I'm heading back up to school on Thursday ,0
@YoungQ yay! Welcome back! ,1
i want the weekend back!!! ,0
"I love me some George Carlin!  @dereksnowden @BadExec @MyNameisRazzle I only wash my hands when I shit on them, which is 2-3 a week, max!",0
@callaghan001 the answer is always always always EAT! ,1
"@Glynderi Well, usually I want to stuff myself because I am stressed out.  So I think it is very much inter related...",1
gonna change my clothes now xD and I have to study a lot for school ,0
My hair smells like airplane ,0
Youtube durch Vimeo-Widget ersetzt! It Works! ,1
"@Coach_Ferfer nope, I'd say @LaurenH08 has ferfmail. Nothing here from ya  why you ignoring me like that?",0
@fourocious LoL at the Sham Phi Sham tweet ,1
@MGiraudOfficial awwwww that's the cutest thing i've heard all day.  I wanna see it too.,1
@dannywood Good morning Danny! Have a wonderful day with your family..I will be with mine too ,1
"@knowvacancy You're tribute was amazing! Thank you!! You're are a strong woman, keep up the positive outlook, you are angelic. ",1
"I totally hate anne!! --  just kidding, but she's mean!! ",0
I don't want sick .. I have a sore throat ,0
@Blackrush Must have had a busy Sunday ,1
@SarahHorvat Doesn't sound like the best idea ,1
"@kingkandi: I will miss you so much too. Youre makin my heart triple jump. Its hopping, its skipping and its jumping some heartbeats!  bye",0
My iMac will not boot  may need to walk into the apple store after a year. Kinda dreading that possibility.,0
@melledesma12 yup. lol! but my sis is using right niow.. so i cant. ,0
@JoshuaJaegar  what it earlier tonight you see the turban segment!,1
http://twitpic.com/3lpcd - Love this game. Torturing people on my ipod touch ,1
"I am extremely, deeply, unbelievably, awfully, overly excited to go to university. UTSC, here I come! ",1
@kriegs That's messed up!  It's a stupid title!,0
http://twitpic.com/7p172 - My poor cat  The last 3 days I've been having to give him bath's &amp; flea treatments. One minute he was fine  ...,0
@Jennifers00 It's something I need to look into as people are wanting 'hard' copies. Haven't found the best answer yet ,0
Chris Crocker is so intelligent. His new Prop 8 vid nearly had me in tears. I love the Crocker ,1
Mmmm im by my pool too....i need sum darker skin.... ,1
@nexedzero I'm in the same boat ,0
"@Onerva Tom letter? Damn, this fandom goes a riot the one time I am interntzless. ",0
@paliamatterson mmm. and i wanna see HANGOVER too! everyone says its super duper good!  we're missing out in life!,0
Im very dry ,0
5 days of classes and 3 days of exams left and then DONE!  ,1
"@stevielovesyou if you can believe it, the new united hit #1 on itunes... beating people like eminem, greenday, and other &quot;superstars&quot; ",1
"@hinstance Sounds like a good movie, can I get torrents with sub titles Tx for the share ",1
"I am not rich, but I am a true fan. Posers, riches go to the show. Not me. ",0
@Jinxx_ Did you get my DMs? ,1
id like to see the next Star Trek movie be the origin story for the Wrath of Kahn. just thinking out loud... ,1
back from school. the GCSE went well i think! although my best answer was wrong  it took me ages to do aswell,0
@bshaw721 just wanted to say hi ,1
ugh... my uncle broke his Shaun of the Dead DVD.. NOOOOOOO! ,0
I love the rain. Gramma won't let me go out ,0
I am sad for myself. But happy for my friend. I miss her already ,0
@Pink yaaay have fun!  see you in 11 dayss ,1
@xheiligsein We decided I'd probably forget I had it in my pocket and sit on it by accident ,0
@laolsen I am lost. Please help me find a good home. ,0
"2 hr flight from tampa-atlanta, 1 hr layover, 1.5 hr flight from atlanta-philly. What a night ",0
"@sil_calabro found some pics of Em eating in MC from the same day as the interview, she looks annoyed  http://ow.ly/f9oW",0
Lunch time!!  My favourite time when in the library!,1
 cramps suck your mothers balls! *mentally screams* OUCH!,0
@fizice well so far so good ,1
Back to twitter again to update sometimes! ,1
On the beach ,1
http://twitpic.com/3j1gu - Italia  I want to go back ,0
"@gamathew but i AM randomly playing some music...steel pan for right now,coz i miss the Caribbean so much! ",1
@quwanaisnotmynm Oh FUCK YEAH!!! I haven't had super nachos in freaking forever! I hate you now cuz I can't get any ,0
@Michael_Brandon For reals?? Eek!!!!! ,0
@sometimesCATHY you sushi plates! ,1
@Jartuk I know dude. Very dissapointing. ,0
starting with....  backing up my External HDD to local HDD ,0
@jeanlogan But is he a twitter expert? I think not! ,1
lol I &lt;3 the '80s ,1
@ConvertSpndthft I got slave hair &amp; there aint nothing I can do about it. ,0
"@RODDYBOTTUM CU at Brixton &amp; Hurricane... cannot wait, been too long since all those Glasgow Barrowlands gigs! ",1
"@mrjeff_714 aw, life is rough ",0
everybody nampak busy the whole day. I just woke up and dont know what to do next ,0
"WOW, memories again,   ? http://blip.fm/~6t31f",1
This is a lovely day to started with doing nothing ,1
@Ganthet_of_OA Thank you  Good morning!,1
@charlesgustav Thanks Charles! We are also really excited! ,1
fucking exhausted and a little annoyed tbh. ,0
@causticchick yeah we are actually otherwise I'd love to ,0
Cant believe BGT is over  . . .So glad Diversity won . . .,0
Papa John's Pizza closed in my area.  Now they have Pizza Hut &amp; Cici's Pizza. It's all good though. ;),0
@Yaoi415 @LumaLynai @XfailuretoliveX ive been crying thinking coloring and sewing. . i've got to emo-out a bit. i feel icky. ,0
http://twitpic.com/7q05r - my poor baby    -2009 pontiac vibe vs deer highway speed. all airbags deployed. thank god for seat belts.,0
Carpooling with @sahmo ,1
@mileycyrus - Do you ever reply to fans? ,0
@kickflipthis lightning where lol tell the WE A.R.E boys i say hi  lol drive safe  WHAT THE DUECE!,1
Good morning jdzca.  At least it will get up to mid 60's today... But it was very chilly this morning. ,1
@kistaro That was pretty much the joke I was going for. ,1
What!!!??? all my followers end up with closed accounts ,0
My friends are commin; to my house now were all goin to school now  booohoooooo argh!,0
Mmm it's gotten warm...although a little too windy to go outside  #sunshine,0
"Finally watched the last episode of Pushing Daisies ever, this morning! Going to miss that show! ",0
"@beforeyoufall i'll text you when i can, i'm tweeting from my ipod so dont yell at me ",0
and I miss you ,0
@fourzerotwo Is the music from today's E3 demo temporary/stand-in music ? Sounds familiar ... ,1
@kISSkE ok ok you're right Keke  ur absolutely right. but that book situation was f'ed up. I didn't like Danielle at first but....,0
@rivenhomewood agreed. it is kind of sad too ,0
May prepare lasagna with a little vino ,1
Chillin' by the fire with a drink in my hand... With family ,1
Just got home from shopping school supplies and stuffs for school. :| Acck. Going back to school? *not a good idea* ,0
"is in the library bored out of my brains, trying to write my essay whilst building work is going on...hmm ",0
@Star_cullen  me 2 ,0
@WholeFoodsHOU  Thats so awesome! Lets start a trend!  2 points for hybrids &amp; 3 for smart cars,1
@NickyTvf Dallas? What's going on in Dallas? I'm in Dallas. ,1
"Cottage! No reception in the cottage though, only on the highway  be back on saturday!",0
@AlexLlanos oh yeah! I saw that today at the mall. They had a big poster. But I'm going to the beach that day ,0
"@katiebeth Ohhhhh, that should go all weekend! Maybe I can make it tomorrow  I wanted to climb though, but I haven't been to one in awhile",1
@Rosymeg - yeah well that's b'coz your body is trying to fight the cold..man Kelly is really funny...she's cool! ,1
@redpandajewelry Happy Birthday ,1
Alonso is not leaving  kthanks ,1
*daps* @BlackLiq  -----&gt;Follow heeeem!,1
The real Sarah Beeny is now on Twitter  Check her profile and say hello here &gt; @sarahbeeny,1
"Had a really great, albeit kinda short, surf today. I really love living in Muizenberg and right at the beach. I'm so lucky  #fb",1
is so sick of myself + my life  i'm never going to be as good i want + need to be. xoxoxo &lt;/3,0
"@chriss_yst hey there, hi ",1
chilling with a cold beer in the sun.... ,1
"@Zee It's a pretty cool place. I used to hang out there for the art, movies &amp; a little bit of drunken time too...  Enjoy!",1
@andywalton LOL... me too.  After that tweet Daily_Devotions followed me   Insta-block(tm),1
@joelmchale i'm sorry that your ryan seacrest joke at E3 bombed  i thought it was funny!,0
damp. rather damp. it shall make the delicious mexican food that much more awesome ,1
The premiere @HeyTammyBruceGotta of Independent Tammy Radio Weekend is tomorrow! 12-2pm pt www.talkstreamlive.  and podcast after.,1
Im having issues with twitter today. ,0
@we_are_arttm yes ,1
"@Karina_Escobar haha..yeahhh..it's amazing..oh btw, thanks for the pic comment  glad ya like it ",1
"am i the only one annoyed by the deluge of fathers day advertisements? its like they are rubbing it in, not all of us still have dads ",0
@popthemusicdrug it's my fault. sorry. ,0
@lb1020 Thanks LB  and im hollerinnnn tooo,1
"Can't wait to see &quot;The Time Travelor's wife&quot; soon! so long way to go, 15th August... ",0
Is setting up msn 4 my 10 yr old cousin  bless....,1
heading off to work  i really dont wanna go ='(,0
@orangy68 me too ,1
@ecobject ,1
thinks i do have a slight addiction to coronation.  what would i do without the omnibus !,1
"@fabulousmile hey wassup witchu, I really think u would like my groups music! we from the chi ",1
Good morning everyone. It's raining and I love it! ,1
"@bethporter10 Yesss, how freaking annoying is it? Stupid YouTube... ",0
"ate mcdonalds, wish I had'nt ",0
"@jaytweeting  why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress ",1
I broke my sandals and had to duct tape them together ,0
"lol @idatedazombie, you're precious&lt;3 i hope you feel better soon, ill be in st. pete july 2nd - 5th and i need you up &amp; running. ",1
"Yay I have friends here now  AKA FRIEND. Yeah, just one. :[ I LOVE MAC YEAHHH!",1
going to steafene's house ,1
@clarityxx Glad to hear it! ,1
"what are you REALLY trying to say, @shuaM?  you talking shit about my pets?  ",1
@texpatriate honestly? Aren't the roles set in stone?  where you @?,1
@artofpain--  dammit!,0
so frustrated. ofcourse my iphone completely freaks out when i try to update. no more phone for me tonight ,0
50 requests/invitations ignored in a minute! ,1
@michy79 Hey girl!!! I loved meeting you guys too  Great seeing you on here too.,1
@Bebequeen255 I kno me too...cuz im not goin to either  ...,0
@krayfish  wave back !!,1
@cSleazy &amp; @alissamariex2 i wish i cojld say the sameeee ,0
"I eat hot pockets, soup, and fudge. What!? ",1
"@SirScoots Evo more than likely yes. Devastation, does not look likely unfortunately ",0
Winning the tanning competition ,1
@SandiMon too late I already am   .. *blergh* .. i'm dvd-ing and soup-ing tonight.  How's your day been?,0
"Brokeback Mountain-Beautiful, sweeping, moving...",1
Restless. Night. Ugh. ,0
"@MummyMandi yeah planned a murder mystery night ages ago.....its coming up in june ands its 1920s theme,gangsters and molls ",1
Good morning twits  My to do list is entirely too long...this is going to be a busy week.,1
philosophy final today! thank you @sportygirlie08 it's 3 days now!!!! ,1
@DJGRANDMAN hi there! ,1
Monday is going to be a good day  &quot;If you dream it you can do it&quot;,1
ayla's away to san anton ,0
Off to Glasgow apple shop hubby's phone has died  very hard to get an appointment. Primark here I come!,0
"Oh, by the way, three flashing red lights = sad @jhofker. ",0
This sucks... I slept away the evening and now I won't go back to sleep til way late ,0
"@JonDaniels aha, you're so cool  I was just listening to your music when I saw you on Twitter C:",1
Whoops. Just used up my first ink cartridge for my #livescribe pen. Was hoping they last longer than 10 pages. ,0
Cat falls 26 floors and lives to purr about it.  http://www.bz9.com/lucky/bot.php,1
Looking forward to running the set list for next week    http://bit.ly/c70zC /pages/Claire-Cameron/26899695568,1
"feel like this  Look, I know I'm off message a bit but remember I'm a very disadvantaged African American male &amp; had 2 endure a very",1
Howdy  ï¿½sooï¿½. This is more fun then my blogï¿½.,1
@richardpbacon I had a hamster that died from shitting it's stomach out ,0
"@cenedrawood congratulations!!! Wait, i mean.... Have fun! ",1
I'm having a death cab for cutie and the postal service day. I love it ,1
about to go to ap to hang wiiiff people . haha be back laterr ,1
@leander80 and why not  indeed ! Mine will be next week-end ! ,1
@DavidArchie the concert was AMAZING! i lost my voice! lol thank you (&amp; cook) for being here in manila.  hope you guys enjoyed your stay ,1
I really want to go to the o2 wireless festival!! ,0
@prolifejoan  Thank you Joan.  ,1
@Yosid ×œ×™ ×›×‘×¨ ×™×© ×ž×§×•×¨×™ ,1
@jessicastrust Battery went flat - iphone not me lol! Bit distracted by having to revise ,0
"@iMmopukCP Nathan133 here. I reached the limit of tweeting again  with 4 updates untill 3,000  thats a blow",0
@cglade Should I be telling my wife about this or is it our secret?  Enjoy the read. See you in NYC!,1
@shut_up_mike Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,1
I wish someone could record my bowling action - I am just too quick for cameras ,0
"hahahha XD taking my laptop with me to the restroom and shitt, bahhaha you swearr! ",1
@blbooks congrats!! Glad you liked it  #readathon,1
@PhotosbyLee  Hurrah! I can get snapping soon. Can't wait!!,1
@hochmann Nice. Having two birthdays sounds pretty sweet ,1
http://twitpic.com/4wkzi - before prom. this is when all the chaos began ,1
Err or shameless 'plug'. Twitter needs spell check or something. Or maybe I need to lay off the insulin ,1
Soooo. I feel like complete shit. And i wanna go home. ,0
"Jason Mraz, I'm yours (lyrics) - thank you for the prop  @ davidwatts1978 â™« http://blip.fm/~7ds07",1
you dum dum give me gum gum ,1
@thesinglesgym I'll just have to drink enough for the two of us ,1
In a lot of pain  my tummy hurts!,0
"@jmarie1074 oh, and the knee.. no good.. it gave out after about a mile.. gotta go get it checked out.. ",0
Twitter is broke!  I haven't got new follower notices via email or on BB in hours! Anyone else having Twitter follower notice issues?,0
@Devkss Think of me pale and computer-bound while you're out enjoying the sun and fresh air! *sniffs* ,1
Ouchhh!! My stomach hurts ,0
Twello Foodie Tweets Domar's Bacon Potato Chowder looks incredible! Photos up tomorrow  http://tinyurl.com/qspq3x,1
"@kj_smith Good morning.  So far, my summer's been pretty good.   Your's?",1
I finally get to shoot this much anticipated wedding today! It's an absolutely gorgeous day in upcountry Maui ,1
"@penwing  cheer up lad, think positive",0
I ate too much! and #itsucks American idol is over!!! I miss it.. ,0
With audio podcasts and books you can now easily change the speed of playback. Great feature  #iPhone #os3 http://twitpic.com/7gnbl,1
"cmdbaNow I'm speechless, redundant, and sad... So bad I can't find the right words to say...  really, really sorry...",0
@heidimontag studying for my finals in medicine  its surgery tomorrow but i have had amigraine most of the day. need divine intervention,0
would love someone's ideas for instrumental or acoustic songs to put on my iPod ,1
@randomus_r Well then play Peggle ,1
http://twitpic.com/693v0 - new hair for me and sam ,1
@tyleredema http://twitpic.com/6oxzv - hey cute shirt! wonder who got it for you!  AND i still love you even if you are bald. ,1
"This weeekend is going by tooooo fast! Oh well, i guess that means summer is coming reeeallll fast! Hurrrry it up ",1
@Clipse oh no!! That's so sad ,0
@iluvcuppycakes I need to work on my technique though. My cupcakes kept falling off around the edge   Do you have a secret you can share?,0
Going to sophia's later but i'm so tired ,0
@Samm_xo fucking youtube muted ur audio! ,0
"EEEAARLY SUNDAY (about 5am): Nick introduced me to his mates, took shirt off and danced till 6am...what a lovely man, hot too but had bf ",0
"@_Antoinetta omg I really want that,but I have to save money ",0
@DaniellexRenee hi there  sing away!,1
cried a little bit at Holby City! Bad times! But I liked Maddy and didn't want her to die ,0
 Awww derek is at work back to making kandie with the little ones  :o,0
@lucky2bjes ha ha! u must have felt me lurking! i will be there in spirit with some sweet tweets i hope. no streaming ,0
@christophr Chat button labelled &quot;Chat Now&quot;  They're very good and get engineers on the case if they can't resolve for you ,1
taking the creepy trolley down to the TBS concert woop woop! ,1
@t_shore @RickyTicky Sounds awesome. Can't wait ,1
Tomorrow is shave dayyy. Hm still dont know if im goin'. We'll see ,1
@DwightHoward Congratulations!  You guys were awesome.,1
Bummer. Son lost his job in Mexico City along with everyone else cuz the newspaper is broke. ,0
@zanelowe your tweets confuse me ,0
Really bothered by debate out of nowhere.  again,0
"@RealRobBrydon sad, you have no late october dates and thats when i'll next been in the UK  boohoo",0
cant do nothing with my left wrist now ,0
@RuthieDot I got rear-ended ,0
@selenagomez i cant wait for ramona and beezus to hit the big screen! ,1
i just had the worst nightmare. ,0
@Emsy your daily pic update I see ,1
wishes all you moms a happy &amp; blessed Mother's Day!  ,1
i'm a bum today ,0
@albo60s  I can't resist baseball either. ,1
"@bullaz hehe! yeh it is rather awfully awfully. but its fine! the reason we get to be free is coz we have to have a good time,good times! ",1
Why do we have such crazy maids? One of them made me cry today ,0
up in la center  happy,1
"Ok skittles, i'm off to bed. Got havoc to wreak tomorrow! See you then! Lol goodnight and sweet dreams! Love to you all! ",1
"@mileycyrus it's times like this, i wish i could just sit down and talk about problems with you. you would give the best advice ever ",0
"@Crazy4Crystal Goodnight to you! Glad you explained the name change, cause I was like 'who is this?' ",1
@MarkRosenbauer I am brilliant thanks Thinking I may run the gym soon gat a good early afternoon workout  Have a fantastic day today ,1
#theplan stop slacking....get moving.....get to Philly for a BBQ and come back for more BBQ! ,1
@MeiMei_SungBuhh Can't you try to come back? We really do miss you and your hands ,0
@kanniej i would share  sadly 2 is my limit tonight,1
@cartoonmoney People are wierd! I agree! ,1
2nd daily bubble tweet!!!!! http://bbltwt.com/0hqs5  sorry i just really like @bubbleguru and his service (Rts welcome =D),1
"http://twitpic.com/7v543 - my poor hubba, exhausted after his surgery ",0
OMgosh I think i need to sleep now...my head keeps banging the computer's monitor...i got a tiny bump on my head ,0
@martencoulter sad thoughts ,0
Just realized I haven't tweeted all weekend....have some catching up to do ,1
@Palm European launch happening in next 3 months? Otherwise I'll have to start looking at what the competition has to offer.. ,0
Good Morning Twitts! Another GloOmy day in NYC! ,0
I wanna watch 17 Again.  They're watching it at Tobi's &amp; I can't go.,0
Ok new photo's are up  Thank's again to Elmato and it &quot;was&quot; broke it's fine now though ;),1
They don't have mongo's in florida...I want mongo's. ,0
"Had some Inn and Out for lunch today.  It was so good, but now my tummy's not feeling too good...  ",0
4 more sleeps to Sammy's birthday and 2 more sleeps until Nana &amp; Granddad come to stay. Woohoo! ,1
"@JenJeaHaly yey  and resi is mint too, i find i only play burnout for a little bit, its good but only in chunks.",1
@TravisGarland HaHa DJ GreyPatch...You Make Me Laugh ,1
pushin me away ,1
@Debessence Lol yes she was.  I totally agree with your blog as well! ,1
@Spook26 aw im sorry  what kind of shoes did you get??,0
Have a shower and then thinking about what to do today.. Should try to have a nice day n the balcony in the sun. ,1
"@graciellaaa dudee I know exactly how you feel, that shit makes the store looks bad &amp; brings down the company  I hate itt",0
"You want ittt, you got ittt! ",1
I HOPE I CAN UPDATE MY TWITTER WHILE I`M THERE. ,1
"debating how to do &quot;the talk&quot; with my first years - &quot;siirrr, when are we doing reproduction???&quot; ",0
I love having fun!!! Crashing on the couch afterwards is fun too ,1
Learning how to do contracts... I wanna go back to the 300.... ,0
"Just talked to HIM, stumbled over my words slightly, and couldn't look up, but yea, that made my night! oh my  Can't wait to do it again",1
http://twitpic.com/6dic3 - Spread the water evenly! Meh depends on a LOT of factors. Sorry sprinkler ,0
@rossmills I wish meetings at my job had cakes ,0
@niion @namnampai @VIPsYoyo @pampian i know i know why Pamela feel herself suck bcoz Tony 'n Tonga and sth we talked about this afternoon ,1
"@zoziekins that sounds lovely, it really does. one day i will try it, maybe ",1
@PaulaAbdul Have a safe flight to New York! I'll be praying you make it there safely!  I love you so much! &lt;3 Hugs &amp; Kisses! XoXo,1
@amiemccarron friends of ours came over from the UK with their rare white alsation. It got into the neighbours field and a cop shot it! ,0
Does twitter ever feel to you like a massive room full of people yelling at each other? Or is it just me ,1
revision WILL happen today ,1
@writeinink on the phone  39 more days and i'll be out east!,0
"@saseurogang I was going to, yo ass aint even give me a chance, GOSH!!!! morning ",1
@wesleyadamquinn will you reply??you don't ever to me ,0
Hey guys I'm going to be posting links to games soon so no worrys ,1
Preparing to strp wallpaper.... weekend fun ,0
great morning Twitter babies... On my way to church! I'm feel goooood  Yayyyy for fambam sundayssss *PAUSE* hahaha @miichellie,1
@vansolo Gooood shit. Hopefully I'll see you ,0
@quirkygeek peace and quiet ,1
@frakintosh i was wondering what happened to all your posts ,0
@ash_phillips am i seeing you at some point tonight? ,1
"no twit today!! do I have nothing to say??? thats bad  see tommo, may b I ll wake up :-P",0
"I like cloud nice, do I have to come down?.... ",1
@4everBrandy GIRL!! TELL ME WE GONNA GET AT LEAST ONE MORE SINGLE FF OF HUMAN!!?? PUH-LEEZE!!?? May I suggest Something is Missing ,1
"@ESCOBEATZ and the P.Rican day parade, you goin? man, i wanna go lol...! i'ma blend in with yall except i look Dominican ",0
This line reminds me of space mountain ,0
@amykate returned a hire car to Bracknell this morning... meant I had to be up earlier than normal  Want to go back to sleep now,0
Wishin @LES726 was in my bed with me right now  goodnite daddy...,0
"Happy Mother's Day! I have 2 dogs, a kitten and I nanny for 2 little angels...does that count me as a mommy? ",1
My biochem exam wasn't as bad as I thought it would be ,1
i miss him  i want to meet him!,0
"@E315 -. ---    .--. -... .-. --- .-.. . --   It would be better to hear that then read it, but it's a start ",1
"Just started setting up my wow blog at mind-blast.net, next stop; layout which is not going to be easy ",0
@1capplegate Oh no! Same thing happened to us in Seville. Crazy.  ,0
Why are you doing this to me?? What did I do to make you think I'm a bad person?  I want to met her!!!!!!!!!!   http://twitpic.com/7u6yz,0
Going to bed after a good night ,1
@jaychannel4 god dont say that ...im 31 in only a few days ,0
@JacobNordby Man what an awful job. There were SO many good presentations. I hate to be the bad guy. ,0
"Damn it, I can't find my HfH dogtag necklace, either!  All those times when I said I would clean...I should've actually done it.",0
packing for asb camp ,1
@saudarilee What's up with your wrist? Is it joint pain? from carrying the girls too much?  ,0
Parked in Daventry before goint to deliver in Rugby. Awesome weather for it though. Even if the tyruck is a little warm ,0
"@Taigitsune It's not, but my fiance's and my birthdays are separated by exactly 36 hours. ",1
@JLRucobo awe how sweet ,1
i love how my family can never eat dinner in peace.  lmao. we should have a reality show.,1
payday!! ahhh I love iiittt  gettin my nails did!,1
Need more coffee ,0
@SaurabhSaggi hello thanks for following  Hope you are having a great day.,1
@mileycyrus I don't know but it hurts really bad ,0
Reality just hit me a moment ago ,0
feels some type of way about burying a dog i had for more than 10 years ,0
"Hmm, let's see if we can figure out what days Daniel was on vacation?  http://yfrog.com/0znm2np  ",1
got home.. got into bed... went on twitter ,1
@nandini_bando (GROAN) My day won't be over until the dinner I HAVE to attend at night. I hate going out on Mondays   and not have fun.,0
@christinasound I'm like a few blocks from you right now and I want to com say hi  this weekend was epic as usual. Miss you tons,0
@iamvictorious Yarn? umm...probably anything you love in the recommended weight in the pattern. I'll go grab some links for ya ,1
@bby77 You mean the Alien in me isn't appealing to you??  see you tonight??,0
i love my mom so muchhh! happy mother's day ,1
feeling kind of homesick... ,0
@kiannasick your car smells like poop ,0
@drepotskiie Whaaat  &gt;&lt;,0
@bamaloo All 500 or just the 50 ,1
just finished my shoot with @patricktriplex.  It went really fuckin well.  We were listening to Led Zeppelin...I had a great time ,1
R.I.P. Farrah Fawcett http://bit.ly/DVCgs  The beloved angel has passed away. ,0
"@Fifikins Bad news is, likely any other telco/isp will have to use (and deal with) Telstra ... result: not much better ",0
Hmm think I may and try and up my gym time. Maybe 4 times a week may boost things still feeling more healthy these days ,1
@Gracethomo naaaaaaaaaaa they were just co-hosting twas funny ,1
wtf my phone is wicked stuuupid.  ,0
"@Sally_E u work hard Sally  Not sure i can muscle up the courage to go on my own, it will be hard without you laughing at my unco-ness",1
Relaxing with L&amp;D! Hope everyone has a fun and safe Saturday night. Movie night tonight... ,1
@LBOOGSdotTV there r cash 4 gold stores on long island I guess it is ,1
"Hey @ginoandfran hey gino and radio1 kids, hyper and radio1 kids ah!!   (GinoandFran live &gt; http://ustre.am/2YyQ)",1
"but if it keeps you around, then im down ",1
Fuck! Im working on my birthday! ,0
@Hayles321  im sorryyy. whered you work?,0
@annagaz Oh man  Hope all's smooth sailing.,0
Im super tired! Argh... I hate having to work ,0
"@amazingphoebe read it from my point of view. you did. it doesn't matter. i'll talk to you later or something, i miss you though ",0
"@kijuto em ng? t? 1h sï¿½ng -&gt; 11h tr?a d?y ?n c?m, ?n xong ng? ti?p ??n t?n bï¿½y gi?  ! mï¿½ m?t.... mï¿½ m?t...... !",0
@taylorswift13    eeek!! Your coming!!!! Im soo excited to see you on Thursday!! ,1
"@THEREALBANNER good luck in your career,when r u coming to chicago again,u cancelled the show last july 08' @ house of blues? ",0
@CruciFire Not too bad. Things have been pretty okay so far. ,1
@veganB12 yeah Adam Drago mentioned the book. I'll buy it soon! ,1
@Hannschwa --&gt; But my Old Account [ Boxxybabee ] was hacked &amp; the Passwort was changed. YouTube couldn't get it back :'[ Which sucked ,0
"@sweetbaboo1979 Have 2 -Angel is our old gal, nearly 11 and Sadie is her daughter. Angel's age catching up 2 her-cancer,joint failure  ",0
"fatman and i, working on the project DATABASE due tomorrow ",0
"My God what is up with these insane drivers lately?! Whenever I stop @ the red light and look around, their faces look furious ",0
"had over $900 in sales today at Bebe, I'm a good salesperson ",1
Time for chineese! Its sunday and i've been working hard! Om nom nom ,1
"Today = Lunch wth a friend, more teaching applications, and a movie tonight.   // cool http://gykd.net",1
@heathwiggins  Oreos are yum.,1
@KammieK It was only a drizzle!  98% was pure apples!  All gone  though ,0
"@Cinder_foxx Hiya! How about a bbq, you're game right? ",1
